Category,Code,Offence description,Statute
Violence Against the Person Sub ABH,11120,Offences in relation to dogs under Dangerous Dogs Act 1991 S.4(8) and Protection of Badgers Act 1992 S.13,Dangerous Dogs Act 1991 S.4(8) and Protection of Badgers Act 1992 S.13
Violence Against the Person Sub ABH,15516,Acting in a disruptive manner - Air Navigation Order 2009 AA.142 & 241(6) & Sch.13 Pt.B. Air Navigation Order 2005 AA.78(a)& 148(5) & Sch.14(A),Air Navigation Order 2005 AA.78(a)& 148(5) & Sch.14(A). Air Navigation Order 2009 AA.142 & 241(6) & Sch.13 Pt.B
Violence Against the Person Sub ABH,15518.0,"Exhibiting,directing or shining a light which by its glare or liability to be mistaken for an aeronautical ground light would endanger aircraft","Air Navigation Order 2009, SS.221(a) & (b), 222 & 241(5) & Sch 13 Part B"
Violence Against the Person Sub ABH,19427,Without reasonable excuse obstructing an immigration officer or other person lawfully acting in the execution of the Immigration Act 1971,Immigration Act 1971 S.26(1)(g)
Violence Against the Person Sub ABH,19442,Assaulting a detainee custody officer,Immigration and Asylum Act 1999 Sch.10 Para.4
Violence Against the Person Sub ABH,19443,Wilfully obstructing a detainee custody officer,Immigration and Asylum Act 1999 Sch.10 Para.5
Violence Against the Person Sub ABH,19450,Obstruction of Immigration Service commissioner in the exercise of a power by virtue of S.38 - Asylum & Immigration (Treatment of Claimants) Act 2004,Asylum & Immigration (Treatment of Claimants) Act 2004 S.92A
Violence Against the Person Sub ABH,19461,Obstruct a designated immigration officer exercising section 2 detention powers - UK Borders Act 2007,UK Borders Act 2007 S.3(1)(c) & (2)
Violence Against the Person Sub ABH,19673,Obstructing or hindering another while he/she is responding or assisting a third person responding in S.1(2) capacity to emergency circumstances - Emergency Workers (Obstruction) Act 2006,"Emergency Workers (Obstruction) Act 2006 SS.1, 2 & 4"
Violence Against the Person Sub ABH,10441,Obstruct a person serving / enforcing a closure notice / order,
Violence Against the Person Sub ABH,10443,"Owner / manager / operator of hotel fail to comply with requirement to provide guest information imposed under s116(4) (Anti-social Behaviour, Crime and Policing Act 2014)",
Violence Against the Person Sub ABH,10446,Offences in relation to enforcement officer functions Part 1 Schedule 2 Modern Slavery Act Modern Slavery Act 2015,
Violence Against the Person Sub ABH,10447,Intentionally obstruct or fail to comply with requirement imposed by law enforcement officer; provide false or fail to disclose information requested by law enforcement officer,
Violence Against the Person Sub ABH,10448,Fail to consent to being searched for alcohol/container for alcohol/tobacco/cigarette papers by CSO/CSV,
Violence Against the Person Sub ABH,10518,Fail to hand over travel documents when required by examining officer / constable,
Violence Against the Person Sub ABH,10519,Make off when required to wait with a secure college custody officer,
Violence Against the Person Sub ABH,10520,Resist / wilfully obstruct a custody officer performing custodial duties at a contracted-out secure college,
Violence Against the Person Sub ABH,12591,Offences relating to obstruction or non-compliance with searches or duties carried out under Counter-Terrorism and Border Security Act 2019,
Violence Against the Person Sub ABH,18403,Obstruct local authority in exercise of s47(3)(a) power to enter premises - Care Act 2014,
Violence Against the Person Sub ABH,19358,Obstruct enforcement officer in performance of functions under Psychoactive Substances Act 2016,
Violence Against the Person Sub ABH,19359,Fail to comply / prevent compliance with requirement / direction under Psychoactive Substances Act 2016,
Violence Against the Person Sub ABH,19655,Obstruction of regulator in exercise of his power,
Violence Against the Person Sub ABH,19716,Intentionally obstruct or fail to give assistance or information to any person acting in the execution of the Common Agricultural Policy Regulations 2014,
Acquisitive Violence,Home Office Code,Offence description,Statute
Acquisitive Violence,02804,Burglary (with intent to inflict GBH - in dwelling) - Reclassified,Theft Act 1968 S.9.
Acquisitive Violence,02900,Aggravated burglary in a dwelling,Theft Act 1968 S.10
Acquisitive Violence,03100,Aggravated burglary in a building other than a dwelling,Theft Act 1968 S.10
Acquisitive Violence,03200,"Entering with intent to commit felony (entering by night or breaking into houses, shops, etc, with intent to commit felony).",
Acquisitive Violence,03400,Robbery and assaults with intent to rob    [Use this code only if you are unable to determine which subcoded Offence applies],
Acquisitive Violence,03401,Robbery,Theft Act 1968 S.8
Acquisitive Violence,03402,Assault with intent to rob,Theft Act 1968 S.8
Acquisitive Violence,03403,Theft of mail accompanied by robbery/Attempt robbery (Reclassified),Theft Act 1968 S.S.8(1)
Firearms (most Serious),Home Office Code,Offence description,Statute
Firearms (most Serious),00514,"Possession of firearms etc., with intent to endanger life (Group I)",Firearms Act 1968 S.16 as amended by the Criminal Justice Act1972 S.28(2)
Firearms (most Serious),00515,Possession of firearms etc. with intent to endanger life (Group II),Firearms Act 1968 S. 16 as amended by the Criminal Justice Act 1972 S.28(2)
Firearms (most Serious),00516,Possession of firearms etc. with intent to endanger life(Group III),Firearms Act 1968 S.16 as amended by the Criminal Justice Act1972 S.28(2)
Firearms (most Serious),00517,Using etc. firearms or imitation firearms with intent to resist arrest etc. (Group I),Firearms Act 1968 S.17 (1) as amended by the Criminal Justice Act1972 S.28(2)
Firearms (most Serious),00518,Using etc. firearms or imitation firearms with intent to resist arrest etc. (Group II),Firearms Act 1968 S.17(1) as amended by the Criminal Justice Act1972 S.28(2)
Firearms (most Serious),00519,Using etc. firearms or imitation firearms with intent to resist arrest etc. (Group III),Firearms Act 1968 S.17(1) as amended by the Criminal Justice Act1972 S.28(2)
Firearms (most Serious),00813,Possessing firearm or imitation firearm at time of committing or being arrested for an offence specified in Schedule 1 of the Act (Group I),Firearms Act 1968 S.17(2) as amended by the Criminal Justice Act 1972 S.28(3)
Firearms (most Serious),00814,Possessing firearm or imitation firearm at time of committing or being arrested for an offence specified in Schedule 1 of the Act (Group II),Firearms Act 1968 S.17(2) as amended by the Criminal Justice Act 1972 S.28(3)
Firearms (most Serious),00815,Possessing firearm or imitation firearm at time of committing or being arrested for an offence specified in Schedule 1 of the Act (Group III),Firearms Act 1968 S.17(2) as amended by the Criminal Justice Act 1972 S.28(3)
Firearms (most Serious),00816,Possessing firearms or imitation firearm with intent to commit an indictable offence or resist arrest etc. (Group I),Firearms Act 1968 S.18(1) as amended by the Criminal Justice Act 1972 S.28(3)
Firearms (most Serious),00817,"Possessing firearm or imitation firearm with intent to commit an indictable offence, or resist arrest etc. (Group II)",Firearms Act 1968 S.18(1) as amended by the Criminal Justice Act 1972 S.28(3)
Firearms (most Serious),00818,"Possessing firearms or imitation firearm with intent to commit an indictable offence, or resist arrest etc. (Group III)",Firearms Act 1968 S.18(1) as amended by the Criminal Justice Act 1972 S.28(3)
Firearms (most Serious),00823,"Possession of a firearm or imitation firearm, with intent to cause fear of violence (Group I)",Firearms Act 1968 S.16A(as amended by Firearms(Amendment) Act 1994)
Firearms (most Serious),00824,Possession of a firearm or imitation firearm with intent to cause fear of violence (Group II),Firearms Act 1968 S.16A(as amended by Firearms(Amendment) Act 1994)
Firearms (most Serious),00825,Possession of a firearm or imitation firearm with intent to cause fear of violence (Group III),Firearms Act 1968 S.16A(as amended by Firearms (Amendment) Act 1994)
Firearms (most Serious),00854,"Use another to look after, hide or transport a dangerous weapon - firearm",Violent Crime Reduction Act 2006 SS.28(1) & 29(3b)
Firearms (Other),Home Office Code,Offence description,Statute
Firearms (Other),08100,Firearms Act 1968 and other Firearms Acts    [Use this code only if you are unable to determine which subcoded Offence applies],
Firearms (Other),08103,Possessing etc. firearms or ammunition without firearm certificate (Group I),Firearms Act 1968 S.1(1) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08104,Possessing etc. shotgun without certificate (Group II),Firearms Act 1968 S.2(1) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08107,Trading in firearms without being registered as a firearms dealer (Group I),Firearms Act 1968 S.3(1) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08108,Trading in firearms without being registered as a firearms dealer(Group II),Firearms Act 1968 S.3(1) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08109,Selling firearm to person without a certificate (Group I),Firearms Act 1968 S.3(2) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08110,Selling firearm to person without a certificate (Group II),Firearms Act 1968 S.3(2) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08111,"Repairing, testing etc. firearm for person without a certificate (Group I)",Firearms Act 1968 S.3(3) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08112,"Repairing, testing etc. firearm for person without a certificate (Group II)",Firearms Act 1968 S.3(3) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08113,Falsifying certificate etc. with view to acquisition of firearm (Group I),Firearms Act 1968 S.3(5) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08114,Falsifying certificate etc. with view to acquisition of firearm (Group II),Firearms Act 1968 S.3(5) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08115,Shortening a shotgun or other smooth bore gun (Group I),Firearms Act 1968 S.4(1) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08116,Conversion of firearms (Group I),Firearms Act 1968 S.4(3) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08117,Possessing or distributing prohibited weapons or ammunition (Group I),Firearms Act 1968 S.19 (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08126,Carrying firearm in public place etc. (Group I),Firearms Act 1968 S.19 (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08127,Carrying loaded firearm in public place etc. (Group II),Firearms Act 1968 S.19 (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08129,Trespassing with firearm or imitation firearm in a building (Group I),Firearms Act 1968 S.20(1) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08130,Trespassing with firearm or imitation firearm in a building (Group II),Firearms Act 1968 S.20(1) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08135,Possession of firearms by persons previously convicted of crime (Group I),Firearms Act 1968 S.21(4) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08136,Possession of firearms by persons previously convicted of crime (Group II),Firearms Act 1968 S.21(4) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08137,Possession of firearms by persons previously convicted of crime (Group III),Firearms Act 1968 S.21(4) (Group III) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08138,Supplying firearms to person denied them under Section 21 (Group I).,Firearms Act 1968 S.21(5) (Group I) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08139,Supplying firearms to person denied them under Section 21 (Group II).,Firearms Act 1968 S.21(5) (Group II) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08140,Supplying firearms to person denied them under Section 21 (Group III),Firearms Act 1968 S.21(5) (Group III) as amended by Criminal Justice & Public Order Act 1994 S.157 Sch.8 part III
Firearms (Other),08142,Failure to transfer firearms or ammunition in person (Group I),Firearms (Amendment) Act 1997 SS.32 & 36(a)(i) and (ii)
Firearms (Other),08143,Failure to give notice in writing to the Chief Officer of Police of transfers involving firearms (Group I),Firearms (Amendment) Act 1997 SS.33 & 36(a)(i) and (ii)
Firearms (Other),08144,"Failure by certificate holder to notify in writing Chief Officer of Police of deactivation, destruction or loss of firearms or ammunition (Group I)",Firearms (Amendment) Act 1997 SS.34 & 36(a)(i) and (ii)
Firearms (Other),08145,"Failure by certificate holder to notify in writing Chief Officer of Police of events taking place outside Great Britain involving firearms and ammunition (sold or otherwise disposed of, lost etc) (Group I)",Firearms (Amendment) Act 1997 SS.35 & 36(a)(i) and (ii)
Firearms (Other),08169,Failure to comply with instructions in firearm certificate when transferring firearm to person other than registered dealer; failure to report transaction to police (Group I),Firearms Act 1968 S.42 as amended by the Criminal Justice & Public Order Act 1994 S 157 Sch.8 Pt.III
Firearms (Other),08170,Possessing or distributing prohibited weapons designed for discharge of noxious liquid etc. (Group I),Firearms Act 1968 S.5(1)(b) (Group 1) as amended by Criminal Justice Act 2003 S.288
Firearms (Other),08171,Possessing or distributing firearm disguised as other object. (Group I),Firearms Act 1968 S.5(1A)(a) (Group 1) as amended by Criminal Justice Act 2003 S.288
Firearms (Other),08172,Possessing or distributing other prohibited weapons,Firearms Act 1968 S.5(1A)(b)(c)(d)(e)(f)or (g) as amended by Criminal Justice Act 2003 S.288
Firearms (Other),08173,Offence in relation to the unlawful IMPORTATION of any weapon or ammunition of a kind mentioned in S.5(1)(a)(ab)(aba)(ac)(ad)(ae)(af) or (c) of the Firearms Act 1968,Customs and Excise Management Act 1979 S.50 (1)(2)(3)(4)(5A)
Firearms (Other),08174,Offence in relation to the unlawful EXPORTATION of any weapon or ammunition of a kind mentioned in S.5(1)(a)(ab)(aba)(ac)(ad)(ae)(af) or (c) of the Firearms Act 1968,Customs and Excise Management Act 1979 S.68 (2)(3)(4A)
Firearms (Other),08176,Selling or transferring an air weapon unlawfully,Firearms Act 1968 S.3(2) as amended by Violent Crime Reduction Act 2006
Firearms (Other),08177,Carrying a loaded or unloaded or imitation firearm or air weapon in public place,Firearms Act 1968 S.19 as amended by Violent Crime Reduction Act 2006
Firearms (Other),08178,"Knowingly being concerned in activity prohibited by Parts 2, 3 or 4 of the Order with intent to evade the relevant prohibition","Export Control Order 2008, A.34(5)"
Firearms (Other),08181,Import prohibited weapon / ammo,"Anti-social Behaviour, Crime and Policing Act 2014 S.50(3), (4) and (5A)(a)"
Firearms (Other),08182,Export prohibited weapon / ammunition with intent to evade prohibition / restriction,"Anti-social Behaviour, Crime and Policing Act 2014 S.68(2), (3) and (4A)"
Firearms (Other),08183,Carry / remove / deposit etc. prohibited weapons / ammunition with intent to evade a prohibition / restriction,"Anti-social Behaviour, Crime and Policing Act 2014 S.170(1)(b) and (3)"
Firearms (Other),08184,Knowingly concerned in fraudulent evasion of prohibition / restriction on prohibited weapon / ammunition,"Anti-social Behaviour, Crime and Policing Act 2014 S.170(2), (3) and (4A)(a)"
Firearms (Other),08185,Manufacture weapon / ammunition specified in section 5(1) of the Firearms Act 1968,"Anti-social Behaviour, Crime and Policing Act 2014 S.5(2A)(a)"
Firearms (Other),08186,Sell / transfer prohibited weapon / ammunition,"Anti-social Behaviour, Crime and Policing Act 2014 S.5(2A)(b)"
Firearms (Other),08187,Possess prohibited weapon / ammunition for sale / transfer,"Anti-social Behaviour, Crime and Policing Act 2014 S.5(2A)(c)"
Firearms (Other),08188,Purchase / acquire prohibited weapon / ammunition for sale / transfer,"Anti-social Behaviour, Crime and Policing Act 2014 S.5(2A)(d)"
Firearms (Other),11500,Offences against the Firearms Act 1968 and other Firearms Acts    [Use this code only if you are unable to determine which subcoded Offence applies],
Firearms (Other),11504,Non-compliance with condition of Firearm Certificate,Firearms Act 1968 S.1(2)
Firearms (Other),11506,Non-compliance with condition of shotgun certificate - (Group II),Firearms Act 1968 S.2(2)
Firearms (Other),11518,Non-compliance with condition of Secretary of State authority - (Group I),Firearms Act 1968 S.5(5)
Firearms (Other),11519,Non-compliance with requirement to surrender authority to possess etc prohibited weapon or ammunition - (Group I),Firearms Act 1968 S.5(6)
Firearms (Other),11520,Contravention of order under Section 6 etc restricting removal of arms - (Group I),Firearms Act 1968 S.6(3)
Firearms (Other),11521,Making false statement in order to obtain police permit - (Group I),Firearms Act 1968 S.7(2)
Firearms (Other),11522,Making false statement in order to obtain police permit - (Group II),Firearms Act 1968 S.7(2).
Firearms (Other),11525,Making false statement in order to obtain permit for removal of signalling apparatus - (Group I),Firearms Act 1968 S.13(2)
Firearms (Other),11528,Carrying loaded or unloaded imitation firearm or air weapon in public place etc - (Group III).,Firearms Act 1968 S.19 as amended by Anti-Social Behaviour Act 2003 S.37(1)(b)&(d) & 2
Firearms (Other),11531,Trespassing with firearm in a building - (Group III).,Firearms Act 1968 S.20(1)
Firearms (Other),11532,Trespassing with firearm on land - (Group I).,Firearms Act 1968 S.20(2).
Firearms (Other),11533,Trespassing with firearm on land - (Group II).,Firearms Act 1968 S.20(2)
Firearms (Other),11534,Trespassing with firearm on land - (Group III).,Firearms Act 1968 S.20(2)
Firearms (Other),11540,Unknown offence presumed to be firearms,
Firearms (Other),11541,Person under 17 acquiring firearm - (Group I).,Firearms Act 1968 S.22(1)
Firearms (Other),11542,Person under 17 acquiring firearm - (Group II),Firearms Act 1968 S.22(1)
Firearms (Other),11543,Person under 18 acquiring firearm - (Group III),Firearms Act 1968 S.22(1) as amended by Violent Crime Reduction Act 2006 S.33(2)
Firearms (Other),11544,"Person under 14 having firearm in his possession, without lawful authority - (Group I)",Firearms Act 1968 S.22(2)
Firearms (Other),11545,Person under 15 having with him a shotgun without adult supervision - (Group II),Firearms Act 1968 S.22(3)
Firearms (Other),11546,Person under 18 having with him an air weapon or ammunition therefor - (Group III),Firearms Act 1968 S.22(4) as amended by Violent Crime Reduction Act 2006 S.33(3)
Firearms (Other),11547,Person under 17 having with him an air weapon in a public place - (Group III).,Firearms Act 1968 S.22(5)
Firearms (Other),11548,Person under 17 making improper use of air weapon when under supervision - (Group III),Firearms Act 1968 S.23(1)
Firearms (Other),11549,"Person supervising person under 17, permitting improper use of air weapon - (Group III)",Firearms Act 1968 S.23(1)
Firearms (Other),11550,Selling or letting on hire a firearm to person under 17 - (Group I),Firearms Act 1968 S.24(1)
Firearms (Other),11551,Selling or letting on hire a firearm to person under 17 - (Group II),Firearms Act 1968 S.24(1)
Firearms (Other),11552,Selling or letting on hire a firearm to person under 18 - (Group III),Firearms Act 1968 S.24(1) as amended by Violent Crime Reduction Act 2006 S.33(4)
Firearms (Other),11553,Supplying firearm or ammunition (being of a kind to which Section 1 of the Act applies) to person under 14 - (Group I),Firearms Act 1968 S.24(2)
Firearms (Other),11554,Making gift of shotgun to person under 15 - (Group II),Firearms Act 1968 S.24(3)
Firearms (Other),11555,Supplying air weapon to person under 18 - (Group III),Firearms Act 1968 S.24(4) as amended by Violent Crime Reduction Act 2006 S.33(5)
Firearms (Other),11556,Supplying firearm to person drunk or insane - (Group I),Firearms Act 1968 S.25
Firearms (Other),11557,Supplying firearm to person drunk or insane- (Group II),Firearms Act 1968 S.25
Firearms (Other),11558,Supplying firearm to person drunk or insane - (Group III),Firearms Act 1968 S.25
Firearms (Other),11559,Making false statement in order to procure grant or renewal of a firearm certificate - (Group I),Firearms Act 1968 S.28A(7)
Firearms (Other),11560,Making false statement in order to procure grant or renewal of shot gun certificate - (Group II),Firearms Act 1968 S.28A(7)
Firearms (Other),11561,Making false statement in order to procure variation of a firearms certificate - (Group I),Firearms Act 1968 S.29(3)
Firearms (Other),11562,"Failing to surrender firearm certificate, firearm or ammunition on revocation of certificate - (Group I)",Firearms Act 1968 S.30D(3) as amended by the Firearms (Amendment) Act 1988 S.12
Firearms (Other),11563,"Failing to surrender shotgun certificate, shotgun or ammunition on revocation of certificate - (Group II)",Firearms Act 1968 S.30D(3) as amended by the Firearms (Amendment) Act 1988 S.12
Firearms (Other),11564,Failure to surrender certificate of registration on removal of firearm dealer's name from register,Firearms Act 1968 S.38(8)
Firearms (Other),11565,Making false statement in order to secure registration or entry in register of a place of business,Firearms Act 1968 S.39(1)
Firearms (Other),11566,Registered firearms dealer having place of business not entered in the register,Firearms Act 1968 S.39(2)
Firearms (Other),11567,Non-compliance with condition of registration - Firearms Act 1968,Firearms Act 1968 S.39(3)
Firearms (Other),11568,Non-compliance by firearms dealer with provisions as to register of transactions; making false entry in register,Firearms Act 1968 S.40(5)
Firearms (Other),11569,Obstructing constable or civilian officer in exercise of search powers,Firearms Act 1968 S.46 as added by Firearms (Amendment) Act 1997 S.43(3)
Firearms (Other),11570,Failure to hand over firearm or ammunition on demand by constable - (Group I),Firearms Act 1968 S.47(2)
Firearms (Other),11571,Failure to hand over firearm or ammunition on demand by constable - (Group II),Firearms Act 1968 S.47(2)
Firearms (Other),11572,Failure to hand over firearm or ammunition on demand by constable - (Group III),Firearms Act 1968 S.47(2)
Firearms (Other),11573,Failure to comply with requirement of a constable that a person shall declare his name and address (Group I),Firearms Act 1968 S.48(3)
Firearms (Other),11574,Failure to comply with requirement of a constable that a person shall declare his name and address - (Group II),Firearms Act 1968 S.48(3)
Firearms (Other),11575,"Failure to give constable facilities for examination of firearms in transit, or to produce papers - (Group I)",Firearms Act 1968 S.49(3)
Firearms (Other),11576,Failure to surrender firearm certificate cancelled by court on conviction - (Group I),Firearms Act 1968 S.52(2)(c)
Firearms (Other),11577,Failure to surrender shot gun certificate cancelled by court on conviction - (Group II),Firearms Act 1968 S.52(2)(c)
Firearms (Other),11578,"Selling, letting on hire, giving or lending a shotgun. Failing to comply with the terms of the section - (Group II)",Section 4 of the Firearms (Amendment) Act 1988
Firearms (Other),11579,Selling shotgun ammunition to unauthorised person - (Group II),Firearms Act 1968 S.5
Firearms (Other),11580,"Auctioneer, carrier or warehouseman failing to keep firearms and ammunition safe. Failing to report loss or theft",Firearms Act 1968 S.14
Firearms (Other),11581,"Auctioneer, carrier or warehouseman failing to keep firearms and ammunition safe. Failing to report loss or theft - (Group II)",Firearms Act 1968 S.14
Firearms (Other),11582,Making false statement to obtain a visitor's permit - (Group I),Firearms Act 1968 S.17
Firearms (Other),11583,Failing to comply with conditions on a visitor's permit - (Group I),Firearms Act 1968 S.17
Firearms (Other),11584,Making false statement to obtain a visitor's permit - (Group II),Firearms Act 1968 S.17
Firearms (Other),11585,Failing to comply with conditions on a visitor's permit - (Group II),Firearms Act 1968 S.17
Firearms (Other),11586,Firearms dealer failing to inform police of sale of firearm for export - (Group I),Firearms Act 1968 S.18
Firearms (Other),11587,Firearms dealer failing to inform police of sale of firearm for export - (Group II),Firearms Act 1968 S.18
Firearms (Other),11588,Failing to report a transaction authorised by a visitor's shotgun permit - (Group II),Firearms Act 1968 S.42A
Firearms (Other),11590,Obstructing a constable entering or inspecting an approved rifle/pistol club - (Group I),Firearms Act 1968 S.15
Firearms (Other),11591,Making a false statement to obtain or not complying with museum licence; Failing to surrender a revoked museum licence,Firearms Act 1968 S.19 Schedule para.4(1) ;4(3)
Firearms (Other),11592,Making a false statement to obtain a permit to auction firearms etc - (Group I),Firearms Act 1968 S.9(3) as amended by the Firearms (Amendment) Act 1988 S.23
Firearms (Other),11593,Making a false statement to obtain a permit to auction firearms etc - (Group II),Firearms Act 1968 S.9(3) as amended by the Firearms (Amendment) Act 1988 S.23
Firearms (Other),11594,Failure to transfer shotgun in person - (Group II),Firearms (Amendment) Act 1997 SS.32 and 36(b)
Firearms (Other),11595,Failure to give notice in writing to the Chief Officer of Police of transfers involving shotguns - (Group II),Firearms (Amendment) Act 1997 SS.33 and 36(b)
Firearms (Other),11596,"Failure by certificate holder to notify in writing Chief Officer of Police of deactivation, destruction or loss of shotgun - (Group II)",Firearms (Amendment) Act 1997 SS.34 and 36(b)
Firearms (Other),11597,"Failure by certificate holder to notify Chief Officer of Police in writing of events taking place outside Great Britain involving shotguns (sold or otherwise disposed of, lost, etc) (Group II)",Firearms (Amendment) Act 1997 SS.35 and 36(b)
Firearms (Other),11598,Failure to comply with instructions on shotgun certificate,Firearms (Amendment) Act 1997 SS.32(2) and 36(b)
Firearms (Other),15706,Taking firearms or ammunition in pawn (Group 1),Firearms Act 1968 S.3(6)
Firearms (Other),15707,Taking shotgun in pawn (Group II),Firearms Act 1968 S.3(6)
Firearms (Other),19669,Firing an air weapon beyond premises,Firearms Act 1968 S.21A as amended by Violent Crime Reduction Act 2006
Firearms (Other),19670,"Selling, buying or attempting to buy a primer or empty cartridge case incorporating a primer",Violent Crime Reduction Act 2006 S.34(2) & (7)
Firearms (Other),19671,Manufacturing or selling a realistic imitation firearm; modifying an imitation firearm so it becomes a realistic imitation firearm; or bringing or causing to be brought a realistic imitation firearm into GB,Violent Crime Reduction Act 2006 S.36(1) & (9)(a)
Firearms (Other),19672,Person under 18 purchasing an imitation firearm; selling an imitation firearm to person under 18,Firearms Act 1968 S.24A as amended by Violent Crime Reduction Act 2006
Firearms (Other),19684,Specification for imitation firearms,Violent Crime Reduction Act 2006 S.39(2)
Firearms (Other),08128,Having Small - caliber pistol outside premises of licensed pistol club,
Firearms (Other),08141,Firearms (Amendment) Act 1988 Sec.17 (10)(b) as amended by Firearms (Amendment) Act 1997 S.12 (1) (3) (5),
Firearms (Other),08179,Unship / unload prohibited weapon / ammunition with intent to evade prohibition / restriction,
Firearms (Other),08180,Remove prohibited weapons / ammunition from their place of importation with intent to evade prohibition / restriction,
Firearms (Other),09006,Offences under S.28 Violent Crime Reduction Act 2006 (using someone to mind a weapon - could be firearm or bladed),
Firearms (Other),11507,Non-compliance with condition of permit to have small-caliber pistols outside licensed clubs.  Firearms (Amendment) Act 1997 Sec. 13(5)(a),
Firearms (Other),11508,Making false statement etc. for purposes of procuring (whether for himself or another) the grant of a permit to have small-caliber pistol outside licensed club.  Firearms ( Amendment ) Act 1997 S.13 (5)(b),
Firearms (Other),11509,No pistol club to operate without a license - if small-caliber pistol is stored or used in contravention of Sec. 20(1)(2) Club management held responsible. Firearms (Amendment) Act 1997 Sec. 20(4),
Firearms (Other),11510,Failure to comply with conditions of licence. Firearms (Amendment) Act 1997 S.23,
Firearms (Other),11511,Non-compliance with notice of revocation of club licence. Firearms (Amendment) Act 1997 Sec. 26(2)(3)(9),
Firearms (Other),11512,Failure to comply with requirements to keep registers at licensed pistol clubs. Firearms (Amendment) Act 1997 S.28(4)(a),
Firearms (Other),11513,Knowingly or recklessly to make any entry in the pistol register which is false in any material particular. Firearms (Amendment) Act 1997 S.28 (4)(b),
Firearms (Other),11514,Breach of Regulations made under Section 29(1)(a)(b)(c). Firearms (Amendment) Act 1997 Sec.29(2) (historic),
Firearms (Other),11515,Obstruction of constable or civilian officer entering or inspecting licensed premises.  Firearms (Amendment) Act 1997 S.30,
Firearms (Other),11516,"Making false statement for purpose of procuring grant, renewal or variation of a licence or release of small-caliber pistol from police custody. Firearms (Amendment) Act 1997 S.31",
Firearms (Other),11517,Making false statement for purpose of procuring the release of small-caliber pistol from police custody (other than under S.26 ) Firearms (Amendment) Act 1997 Sch.1 para.7,
Firearms (Other),11599,Fail to notify Secretary of State of transfer or possession of deactivated firearm,
Weapons (not firearms),Home Office Code,Offence description,Statute
Weapons (not firearms),00811,Possession of offensive weapons without lawful authority or reasonable excuse,Prevention of Crime Act 1953 S.1
Weapons (not firearms),00826,Having an article with a blade or point in a public place,Criminal Justice Act 1988 S.139
Weapons (not firearms),00827,Having an article with a blade or point on school premises,Criminal Justice Act 1988 S.139A(1) as added by Offensive Weapons Act 1996 S.4(1)
Weapons (not firearms),00828,Possession of offensive weapons without lawful authority or reasonable excuse on school premises,Criminal Justice Act 1988 S.139(2) as added by Offensive Weapons Act 1996 S.4(1)
Weapons (not firearms),00853,"Using another to look after, hide or transport a dangerous weapon - offensive weapon, knife or bladed weapon",Violent Crime Reduction Act 2006 SS.28(1) & 29(2)
Weapons (not firearms),00861,Threaten with an offensive weapon in a public place,Prevention of Crime Act 1953
Weapons (not firearms),00862,Threaten with a blade or sharply pointed article on school premises,"Criminal Justice Act 1988, S.139AA"
Weapons (not firearms),00863,Threaten with an offensive weapon on school premises,"Criminal Justice Act 1988, S.139AA"
Weapons (not firearms),00864,Threaten with blade/sharply pointed article in a public place,"Criminal Justice Act 1988, S.139AA"
Weapons (not firearms),06906,Possess weapon in prison,
