Category,Code,Offence description,Statute
Weapons (not firearms),08189,Import / acquire / possess / use a regulated explosives precursor without a licence,"Explosives Precursors Regulations 2014 S.4(1), (2) and 12(1)"
Weapons (not firearms),08190,Manufacture an offensive weapon (Reclassified). Possess article for use in connection with conversion of deactivated firearm.,Criminal Justice Act 1988 S.141(1). Police & Crime Act 2017 s.127 (4A)
Weapons (not firearms),08191,Controls on defectively deactivated weapons; Make defectively deactivated weapon available for sale / gift ; Sell / give as gift defectively deactivated weapon,Police and Crime Act 2017 s.128 (8A)(1 and 11)
Weapons (not firearms),09000,Knives Act 1997 and other related Offensive Weapons Acts and Regulations not dealt with elsewhere    [Use this code only if you are unable to determine which subcoded Offence applies],
Weapons (not firearms),09001,Unlawful marketing of knives (selling or hiring),"Knives Act 1997 S.1(1), (2), (3), (4a) and (5)"
Weapons (not firearms),09002,Unlawful marketing of knives (offering or exposing to sell or hire),"Knives Act 1997 S.1(1), (2), (3), (4b) and (5)"
Weapons (not firearms),09003,Unlawful marketing of knives - having in possession for the purpose of sale or hire,"Knives Act 1997 S.1(1), (2), (3), (4c) and (5)"
Weapons (not firearms),09004,"Publication of any written, pictorial or other material in connection with the marketing of any knife - the material suggesting/indicating knife suitable for combat",Knives Act 1997 S.2(1)(a)
Weapons (not firearms),09005,"Publication of any written, pictorial or other material in connection with the marketing of any knife - the material is otherwise likely to stimulate or encourage violent behaviour involving use of the knife as a weapon",Knives Act 1997 S.2(1)(b)
Weapons (not firearms),11300,Offences against Explosives Acts 1875 and 1923 (except S.80 of the Explosives Act 1875) and Orders in Council and Rules thereunder. Offences against restrictions relating to the manufacture of fireworks. Offences against Orders made under the Emergency Laws (Miscellaneous Provisions) Act 1953,"Explosives Acts 1875 and 1923 (except S.80 of the Explosives Act 1875) and Orders in Council and Rules thereunder, Fireworks Act 1951, Orders made under the Emergency Laws (Miscellaneous Provisions) Act 1953 S.3"
Weapons (not firearms),19519,Having folding pocket knife with blade the cutting edge of which exceeds 3 inches in public place,CRIMINAL JUSTICE ACT (1988); s.139(1)
Weapons (not firearms),19520,Offences under Restriction of Offensive Weapons Act 1959 and Criminal Justice Act 1988 S.141,Restriction of Offensive Weapons Act 1959 and Criminal Justice Act 1988 S.141
Weapons (not firearms),19522,"Selling to a person under age of 18 years a knife, knife blade, razor blade, axe or any other article which has a blade, that is sharply pointed and which is made or adapted for use for causing injury to the person",Criminal Justice Act 1988 S.141A(1) as added by Offensive Weapons Act 1996 S.6(1) as amended by Violent Crime Reduction Act 2006
Weapons (not firearms),19580.0,Selling or hiring a crossbow or part of a crossbow to person under the age of 18,Crossbow Act 1987 S.1 as amended by Violent Crime Reduction Act 2006
Weapons (not firearms),19581,Person under the age of 18 buying or hiring a crossbow or part of crossbow,Crossbow Act 1987 S.2 as amended by Violent Crime Reduction Act 2006
Weapons (not firearms),19582,Person under the age 18 having a crossbow or component parts of a crossbow,Crossbow Act 1987 S.3 as amended by Violent Crime Reduction Act 2006
Weapons (not firearms),19668,Selling a weapon by way of trade or business when transaction not face to face,Violent Crime Reduction Act 2006 S.32
Weapons (not firearms),00875,Have a corrosive substance in a public place,Offensive Weapons Act 2019 S.6
Weapons (not firearms),00876,Threaten a person with an offensive weapon / article / substance in a private place,Offensive Weapons Act 2019 S.52
Weapons (not firearms),06817,Breach Knife Crime Prevention Order (KCPO) or Interim KCPO,
Weapons (not firearms),06818,"Fail to notify police with name or address, or give false information (Knife Crime Prevention Order)",
Weapons (not firearms),11301,Supplier of regulated / reportable explosives precursor fail to report suspicious transaction / proposed transaction; Fail to report significant disappearance / theft of regulated / reportable explosives precursors,
Weapons (not firearms),11302,Supply a regulated explosives precursor without entering details of the transaction in the licence or ensuring warning label is affixed to the packaging when supplying to member of public,
Weapons (not firearms),19721,Possess an offensive weapon in private place,
Weapons (not firearms),19722,Summary offence under the Offensive Weapons Act 2019,
Weapons (not firearms),00879,Offences relating to a breach or obstructing enforcement of serious violence reduction orders,
Public Order and Harassment,Home Office Code,Offence description,Statute
Public Order and Harassment,00829,Breach of the conditions of an injunction against harassment (was breach of molestation order),Protection from Harassment Act 1997 S.3 (was Stalking Bill 1996 - not passed)
Public Order and Harassment,00831,Breach of Restraining Order,Sentencing Act 2020 S. 363(1)&(2); Protection from Harassment Act 1997 see 8/39 for Sex Offenders Act 1997 S.5A - BREACH OF RESTRAINING ORDER
Public Order and Harassment,00836,"Racially aggravated intentional harassment, alarm or distress",Public Order Act 1986 S.4A as amended by the Crime & Disorder Act 1998 S.31(1)(b) and (4)
Public Order and Harassment,00837,Racially aggravated offence of harassment,Protection from Harassment Act 1997 S.2 as amended by Crime & Disorder Act 1998 S.32(1)(a) and (3)
Public Order and Harassment,00839,Breach of Restraining Order - for use with restraining orders made before Section 104 & 113 of the Sexual Offences Act 2003,Sex Offenders Act 1997 S.5A as added by Criminal Justice & Court Services Act 2000 Sch.5 Para.6
Public Order and Harassment,00843,"Religiously aggravated intentional harassment, alarm or distress",Public Order Act 1986 S.4A as amended by the Crime and Disorder Act 1998 S.31(1)(b) & (4)
Public Order and Harassment,00844,Religiously aggravated offence of harassment,Protection from Harassment Act S.2 as amended by Crime and Disorder Act 1998 S.32(1)(a) & (3)
Public Order and Harassment,00845,Religiously aggravated putting people in fear of violence,Protection from Harassment Act S.4 as amended by Crime and Disorder Act 1998 S.32(1)(b) & (3)
Public Order and Harassment,00849,"Racially or religiously aggravated intentional harassment, alarm or distress",Public Order Act 1986 S.4A as amended by the Crime and Disorder Act 1998 S.31(1)(b) & (4)
Public Order and Harassment,00850,Racially or religiously aggravated offence of harassment,Protection from Harassment Act 1997 S.2 as amended by Crime and Disorder Act 1998 S.32(1)(a) & (3)
Public Order and Harassment,00851,Racially or religiously aggravated putting people in fear of violence,Protection from Harassment Act 1997 S.4 as amended by Crime and Disorder Act 1998 S.32(1)(b) & (3)
Public Order and Harassment,00855,Racially or religiously aggravated intentional harassment or alarm or distress - words or writing,Crime and Disorder Act 1998_S.31(1)(b) & (4)_
Public Order and Harassment,00856,Racially or religiously aggravated stalking without violence,Crime and Disorder Act 1998_S.32(1)(a) & (4)_
Public Order and Harassment,00858,Racially or religiously aggravated stalking with fear of violence,Crime and Disorder Act 1998_S.32(1)(b) & (4)_
Public Order and Harassment,00865,Stalking involving fear of violence,"Protection from Harassment Act 1997, S.4A(1)(a)(b)(i)"
Public Order and Harassment,00866,Stalking involving serious alarm/distress,
Public Order and Harassment,00867,Engage in controlling / coercive behaviour in an intimate / family relationship,Serious Crime Act 2015 s. 73(1) & (11)
Public Order and Harassment,00871,Disclose private sexual photographs and films with intent to cause distress,Criminal Justice and Courts Act 2015 s. 33(1) & (9)
Public Order and Harassment,00872,Sending letters etc. with intent to cause distress or anxiety,Criminal Justice and Courts Act 2015 s. 32
Public Order and Harassment,00874,Breach of stalking order / interim stalking order,Stalking Protection Act 2019
Public Order and Harassment,06400,Riot    [Use this code only if you are unable to determine which subcoded Offence applies],
Public Order and Harassment,06401,Riot,Public Order Act 1986 S.1
Public Order and Harassment,06402,Preventing reading of proclamation and rioting after proclamation,
Public Order and Harassment,06500,Violent Disorder,Public Order Act 1986 S.2
Public Order and Harassment,06600,Other offences against the State and Public Order    [Use this code only if you are unable to determine which subcoded Offence applies],
Public Order and Harassment,06601,Affray,Public Order Act 1986. S.3
Public Order and Harassment,06603,Placing or despatching articles to cause bomb hoax,Criminal Law Act 1977 S.51(1)
Public Order and Harassment,06604,Communicating false information alleging the presence of bombs,Criminal Law Act 1977 S.51(2)
Public Order and Harassment,06605,"Admitting spectators to, or allowing spectators to remain on unlicensed premises",Football Spectators Act 1989 S.9(1)
Public Order and Harassment,06606,Threats of attack on United Nations workers,United Nations Personnel Act 1997 SS.2 and 3
Public Order and Harassment,06607,Providing funding or financial assistance for designated person or avoiding prohibition thereof,Terrorist Asset-Freezing etc. Act 2010
Public Order and Harassment,06609,Racially aggravated fear or provocation of violence,Public Order Act 1986 S.4 as amended by Crime and Disorder Act 1998 S.31(1)(a) and (4)
Public Order and Harassment,06610,Religiously aggravated fear or provocation of violence.,Public Order Act 1986 S.4 as amended by Crime and Disorder Act 1998 S.31(1)(a) and (4)
Public Order and Harassment,06611,Prohibition of disclosures relating to nuclear security,Anti-Terrorism Crime and Security Act 2001 S.79(3)
Public Order and Harassment,06612,Prohibition of disclosures of uranium enrichment technology,Anti-Terrorism Crime and Security Act 2001 S.80(3)
Public Order and Harassment,06613,Failure to disclose knowledge gained in the course of business in a regulated sector,Terrorism Act 2000 S.21A as added by Anti-Terrorism Crime and Security Act 2001 Sch 2 Para.3
Public Order and Harassment,06614,Failure to disclose information about acts of terrorism,Terrorism Act 2000 S.38B as added by Anti-Terrorism Crime and Security Act 2001 S.117
Public Order and Harassment,06615,Hoaxes involving noxious substances or things,Anti-Terrorism Crime and Security Act 2001 S.114
Public Order and Harassment,06616,Racially or religiously aggravated fear or provocation of violence,Public Order Act 1986 S.4 as amended by Crime and Disorder Act 1998 S.31(1)(a) and (4)
Public Order and Harassment,06621,Committing an act outraging public decency,Common Law
Public Order and Harassment,06622,Public Nuisance,Common Law
Public Order and Harassment,06623,Use of words or behaviour or display of written material intended or likely to stir up racial hatred,Public Order Act 1986 S.18
Public Order and Harassment,06624,Publishing or distributing written material intended or likely to stir up racial hatred,Public Order Act 1986 S.19
Public Order and Harassment,06625,Public performance of play intended or likely to stir up racial hatred,Public Order Act 1986 S.20
Public Order and Harassment,06626,"Distribution, showing or playing a recording intended or likely to stir up racial hatred",Public Order Act 1986 S.21
Public Order and Harassment,06627,Broadcasting or including a programme service likely to stir up racial hatred,Public Order Act 1986 S.22
Public Order and Harassment,06628,Possession of a racially inflammatory piece of material,Public Order Act 1986 S.23
Public Order and Harassment,06629,"Unauthorised use of uniforms; falsification of reports, forgery, personation, and false documents. Interfering with officers of the police or members of His Majesty’s forces. Duty of giving information as to commission of offences.","Official Secrets Act 1920, SS.1, 3 & 6"
Public Order and Harassment,06630,Committing an act prejudicial to the safety or the interest of the State,"Official Secrets Act 1911, S.1"
Public Order and Harassment,06631,Knowingly harbouring spy,"Official Secrets Act 1911, S.7"
Public Order and Harassment,06632,Serving or former member of Security or inteligence Services disclosing information relating to security or intelligence. Person notified as subject to security or intelligence provisions unlawfully disclosing secret,"Official Secrets Act 1989, S.1(1)(a) & (b)"
Public Order and Harassment,06633,Former or current Crown Servant or Government Contractor making damaging disclosure relating to security or intelligence,"Official Secrets Act 1989, S.1(3)"
Public Order and Harassment,06634,Former or current Crown Servant or Government Contractor making damaging disclosure relating to defence matter,"Official Secrets Act 1989, S.2(1)"
Public Order and Harassment,06635,Former or current Crown Servant or Government Contractor making damaging disclosure of confidential matter from Foreign State or relating to international relations,"Official Secrets Act 1989, S.3(1)(a) & (b)"
Public Order and Harassment,06636,"Former or current Crown Servant or Government Contractor disclosing information resulting in commission of offence, facilitating escape from custody, facilitating act predudicial to safekeeping of person in custody, impeding prevention or detection of offence or apprehension or prosecution of suspected offender etc.","Official Secrets Act 1989, S.4(1)"
Public Order and Harassment,06637,"Making damaging disclosure of protected information, Disclosing information gained in contravention of S.1 of Official Secrets Act 1911","Official Secrets Act 1989, S.5(2), S.5(6)"
Public Order and Harassment,06638,"Breach of a Restraining Order issued on acquittal (Protection from Harassment Act 1997/Domestic Violence, Crime and Victims Act 2004",
Public Order and Harassment,06639,Breach of a Non-Molestation Order,"Family Law Act 1996, Domestic Violence, Crime and Victims Act 2004"
Public Order and Harassment,06640,Breach of an obligation imposed by a control order,Prevention of Terrorism Act 2005
Public Order and Harassment,06641,"Failure to report to a specified person when first returning to the UK as required by the terms of a control order, when the order has ceased to have effect",Prevention of Terrorism Act 2005
Public Order and Harassment,06642,Interference with contractual relationships so as to harm animal research organisations,Serious Organised Crime and Police Act 2005
Public Order and Harassment,06643,Intimidation of persons connected with animal research organisations,Serious Organised Crime and Police Act 2005
Public Order and Harassment,06644,Compelling by threatening to destroy or damage ship or sea platform or property used in navigation,Aviation and Maritime Security Act 1990
Public Order and Harassment,06645,Using words or behaviour or display of written material (acts intended to stir up religious hatred),Public Order Act 1986 S.29B as added by Racial and Religious Hatred Act 2006
Public Order and Harassment,06646,Publishing or distributing written material (acts intended to stir up religious hatred),Public Order Act 1986 S.29C as added by Racial and Religious Hatred Act 2006
Public Order and Harassment,06647,Public performance of a play (acts intended to stir up religious hatred),Public Order Act 1986 S.29D as added by Racial and Religious Hatred Act 2006
Public Order and Harassment,06648,"Distributing, showing or playing a recording (acts intended to stir up religious hatred)",Public Order Act 1986 S.29E as added by Racial and Religious Hatred Act 2006
Public Order and Harassment,06649,Provider of programme broadcasting or including programme in programme service (acts intended to stir up religious hatred),Public Order Act 1986 S.29F(1) & (2)(a) as added by Racial and Religious Hatred Act 2006
Public Order and Harassment,06650,Producer or Directorate of programme broadcasting or including programme in programme service (acts intended to stir up religious hatred),Public Order Act 1986 S.29F(1) & (2)(a) as added by Racial and Religious Hatred Act 2006
Public Order and Harassment,06651,Person using offending words or behaviour - broadcasting or including programme in programme service (Acts intended to stir up religious hatred),Public Order Act 1986 S.29F(1) & (2)(a) as added by Racial and Religious Hatred Act 2006
Public Order and Harassment,06652,Possessing inflammatory material (acts intended to stir up religious hatred),Public Order Act 1986 S.29G as added by Racial and Religious Hatred Act 2006
Public Order and Harassment,06653,Publishing or causing another to publish a statement intending or recklessly encouraging terrorism,Terrorism Act 2006 S.1
Public Order and Harassment,06654,Distributing or circulating a terrorist publication,Terrorism Act 2006 SS.2(2) (a) & 11
Public Order and Harassment,06655,"Giving, selling, lending or offering for sale or for loan a terrorist publication",Terrorism Act 2006 SS.2(2) (b) (c) & 11
Public Order and Harassment,06656,Providing service about reading or listening to a terrorist publication,Terrorism Act 2006 SS.2(2) (d) & 11
Public Order and Harassment,06657,Transmitting contents of a terrorist publication,Terrorism Act 2006 SS.2(2) (e) & 11
Public Order and Harassment,06658,"Possessing terrorist publication with view to distribution, sale, loan, reading, listening to, being seen etc",Terrorism Act 2006 SS.2(2) (f) & 11
Public Order and Harassment,06659,With intent engaging in preparation to commit act of terrorism or to assist another,Terrorism Act 2006 S.5
Public Order and Harassment,06660,Providing instruction or training for terrorism,Terrorism Act 2006 S.6(1) & (5)
Public Order and Harassment,06661,Receiving instruction or training for terrorism,Terrorism Act 2006 S.6(2) & (5)
Public Order and Harassment,06662,Attending any place in UK or elsewhere for instruction or training in terrorism,Terrorism Act 2006 S.8
Public Order and Harassment,06664,Possessing radioactive material with intent using it in commission or preparation for terrorism,Terrorism Act 2006 S.9(1) (b) & (3)
Public Order and Harassment,06665,Using radioactive device or material in the course of or in connection with commission of or for the purposes of terrorism,Terrorism Act 2006 S.10(1) (a)&(b) & (3)
Public Order and Harassment,06666,In course of or in connection with commission of or for the purposes of terrorism using or damaging nuclear facility to cause release or risk of release of radioactive material,Terrorism Act 2006 S.10(2) (a)&(b) & (3)
Public Order and Harassment,06667,Terrorist making demand relating to devices or materials or facilities,Terrorism Act 2006 S.11(1)
Public Order and Harassment,06668,Terrorist making threat to use radioactive device or material,Terrorism Act 2006 S.11(2)
Public Order and Harassment,06669,Making or possessing radioactive device with intent use it in commission of or preparation for terrorism,Terrorism Act 2006 S.9(1)(a) & (3)
Public Order and Harassment,06670,Contravening prohibition on disclosure of information,Al-Qaida and Taliban (UN Measures) Order 2006 A.6
Public Order and Harassment,06671,Contravening prohibition on dealing with funds or economic resources,Al-Qaida and Taliban (UN Measures) Order 2006 A.7
Public Order and Harassment,06672,Contravening prohibition on making available funds or economic resources,Al-Qaida and Taliban (UN Measures) Order 2006 A.8
Public Order and Harassment,06673,Knowingly and intentionally participating in activities to circumvent an Article 7 or 8 prohibition,Al-Qaida and Taliban (UN Measures) Order 2006 A.10
Public Order and Harassment,06674,Failing to comply with a condition attached to an Article 7 or 9 exemption licence,Al-Qaida and Taliban (UN Measures) Order 2006
Public Order and Harassment,06675,Knowingly or recklessly giving any information or producing any document which is false in a material particular to Treasury,Al-Qaida and Taliban (UN Measures) Order 2006 Sch.1 P.4(b)
Public Order and Harassment,06676,"With intent to evade provisions of Schedule 1, destroying, mutilating, defacing, concealing or removing any document",Al-Qaida and Taliban (UN Measures) Order 2006 Sch.1 P.4(d)
Public Order and Harassment,06677,Disclosing without lawful authority confidential information provided by the Treasury,Terrorism (UN Measures) Order 2006 SS.6(5) & 13(2)
Public Order and Harassment,06678,Not under authority of a licence dealing with funds or economic resources belonging to or owned or held by an A.7(2) person,Terrorism (UN Measures) Order 2006 SS.7(3) & 13(1)
Public Order and Harassment,06679,"Making funds, economic resources or financial services available directly to or indirectly to or for the benefit of A.7(2) person",Terrorism (UN Measures) Order 2006 SS.8(3) & 13(1)
Public Order and Harassment,06680,Participating in activity with object or effect to circumvent A.7(1) or 8(1) prohibition; enabling or facilitating A.7 or 8 offence,Terrorism (UN Measures) Order 2006 SS.10 & 13(1)
Public Order and Harassment,06681,Making a statement or furnishing a document or information which is false in a material particular to obtain a Treasury licence,Terrorism (UN Measures) Order 2006 SS.11(5) & 13(2)
Public Order and Harassment,06682,"Giving false information or documents or destroying, mutilating etc documents",Terrorism (UN Measures) Order 2006 SS.13(2); Sch.1 P.4(b)(d)
Public Order and Harassment,06689,Making damaging disclosure of information entrusted to other State or organisation.,"Official Secrets Act 1989, S.6(2)"
Public Order and Harassment,06691,Racially or religiously aggravated fear or provocation of violence - words or writing,Crime and Disorder Act 1998 S.31(1)(a) & (4)
Public Order and Harassment,06692,Offences in relation to notification requirements - Counter-Terrorism Act 2008,Counter-Terrorism Act 2008 S.54
Public Order and Harassment,06693,Breach of foreign travel restriction order - Counter-Terrorism Act 2008,Counter-Terrorism Act 2008 Sch.5 Para.15
Public Order and Harassment,06694,Failure to comply with a Serious Crime Prevention Order,Serious Crime Act 2007 S.25
Public Order and Harassment,06695,Disclosing information which can be used to gain access to protected information,"Official Secrets Act 1989, S.8(6)"
Public Order and Harassment,06696,Contravening a measure specified in a Terrorism Prevention and Investigation Measures Order,Terrorism Prevention and Investigation Measures Act 2011 S.23
Public Order and Harassment,06699,"Other offences (specify Offence, Act and Section [or Common Law] under which proceedings were taken). Eliciting publishing or communicating information about members of armed forces etc","Police Act 1996 S.91; Police Act 1997 SS.43 and 87; Public Order Act 1936 S.2; Public Order Act 1986 SS.18-23; Terrorism Act 2000 SS.8, 11, 15-19, 22, 39, 54, 56, 57 and 58, Sch.10 Para.10); Channel Tunnel (Security) Order 1994 Art.11, 13(8), 14(9), 15(9) 16(8), 23(1)&(3), 28 & 32(1a); The Al Qa'ida and Taliban (United Nations Measures) (Overseas Territories) Orders 2002 (SI 111/2002 and SI 112/2002), The Terrorism (United Nations Measures) Order 2006 [SI 2006/2657]. Terrorism Act 2000 S.58A(1)(a) & (b)"
Public Order and Harassment,06801,Participate in the criminal activities of an organised crime group,Serious Crime Act 2015 S.45(1) & (9)
Public Order and Harassment,06802,Unauthorised act in relation to a computer causing / creating risk of serious damage,Serious Crime Act 2015 S.3ZA(1) & (6)
Public Order and Harassment,06803,Unauthorised act in relation to a computer causing / creating risk of serious damage to human welfare/national security,Serious Crime Act 2015 S.3ZA(1) & (7)
Public Order and Harassment,06809,Returns to UK in contravention of temporary exclusion order,Counter Terrorism and Security Act 2015 S.10(1)
Public Order and Harassment,06810,Fail to comply with obligation after return to the UK imposed under section 9,Counter Terrorism and Security Act 2015 S.10(3)
Public Order and Harassment,06813,Obstruct/ disrupt person engaged in lawful activity / seek to intimidate someone in order to disrupt lawful activity (Reclassified),Criminal Justice and Public Order Act 1994 S.68(1)  &  (3)
Public Order and Harassment,06816,Fail to notify police of notification requirements within 3 days of service of stalking order / interim stalking order,Stalking Protection Act 2019
Public Order and Harassment,09501,Disclosing any information in contravention of direction made under S.18 - Anti-Terrorism Crime and Security Act 2001 S.18(6),Anti-Terrorism Crime and Security Act 2001 S.18(6)
Public Order and Harassment,09502,Obstruction of an officer in the exercise of a power conferred by a warrant etc.,Anti-Terrorism Crime and Security Act 2001 S.52
Public Order and Harassment,09503,Knowingly making false or misleading statements for purpose of obtaining or opposing the variation or withdrawal of authorisation for the purposes of SS.47 & 50 - Anti-Terrorism Crime and Security Act 2001,Anti-Terrorism Crime and Security Act 2001 S.54
Public Order and Harassment,09504,Occupier fails to comply with any duty or direction imposed on him by or under this Part(7); knowingly or recklessly making a statement which is false or misleading - Anti-Terrorism Crime and Security Act 2001,Anti-Terrorism Crime and Security Act 2001 S.67
Public Order and Harassment,09505,Failure to comply with prohibition imposed by order; engaging in an activity knowing or intending that it will enable or facilitate the commission by another person of an offence under Sch.3 Para.2. - Anti-Terrorism Crime and Security Act 2001,"Anti-Terrorism Crime and Security Act 2001 Sch.3 Paras.2, 3 and 7."
Public Order and Harassment,09523,"Making false or misleading statement in purported compliance with any requirement imposed under Sections 62 or 63, Serious Organised Crime and Police Act 2005",Serious Organised Crime and Police Act 2005
Public Order and Harassment,09524,Disclosing information about protection arrangements,Serious Organised Crime and Police Act 2005
Public Order and Harassment,09525,Disclosing information relating to persons assuming new identity,Serious Organised Crime and Police Act 2005
Public Order and Harassment,09552,Failure to comply with a requirement imposed by direction under Sch.7 - Counter-Terrorism Act 2008. Knowingly or recklessly providing false information or a document to obtain grant of an exemption licence,Counter-Terrorism Act 2008 Sch.7 Para.30 & Sch.7 Para.30
Public Order and Harassment,09972,TEW regulations made under Part 8 - Anti-Terrorism Crime and Security Act 2001,Anti-Terrorism Crime and Security Act 2001 S.77(2)(d)(3)(a)
Public Order and Harassment,10442,Body fail to comply with a community protection notice [sic],
Public Order and Harassment,12500,Offences against public order    [Use this code only if you are unable to determine which subcoded Offence applies],
Public Order and Harassment,12501,Wearing political uniform,Public Order Act 1936 S.1
Public Order and Harassment,12502,Wilfully obstructing a constable in the exercise of a power conferred by S.1 - Counter-Terrorism Act 2008,Counter-Terrorism Act 2008 S.2
Public Order and Harassment,12505.0,Offences under the Public Meeting Act 1908,Public Meeting Act 1908
Public Order and Harassment,12509,"Causing intentional harassment, alarm or distress",Public Order Act 1986 S.4A as added by Criminal Justice & Public Order Act 1994 Part 1 S.154
Public Order and Harassment,12511,Fear or provocation of violence,Public Order Act 1986 S.4
Public Order and Harassment,12512,"Harassment, alarm or distress. Use or display threatening behaviour, words (written or spoken) or visual representation likely to cause harassment / alarm / distress",Public Order Act 1986 S.5. Public Order Act 1986 5(1)(b) & (6)
Public Order and Harassment,12513,Advance notice of public processions,Public Order Act 1986 S.11(7)
Public Order and Harassment,12514,Failing to comply with conditions on public processions,"Public Order Act 1986 S.12(4), (5) and (6)"
Public Order and Harassment,12515,Failing to comply with conditions imposed on public assemblies,"Public Order Act 1986 S.14(4), (5) and (6)"
Public Order and Harassment,12516,"Possessing fireworks etc in, or when entering, a designated sports ground",Sporting Events (Control of Alcohol etc) Act 1985 S.2A(1)
Public Order and Harassment,12517,Fail to comply with prohibition on public procession,Public Order Act 1986 S.13(7-9)
Public Order and Harassment,12518,Offences under Public Order Act 1986 Part II SS.14A & 14B(1) as added by Criminal Justice & Public Order Act 1994 S.70,Public Order Act 1986 Part II SS.14A & 14B(1) as added by Criminal Justice & Public Order Act 1994 S.70
Public Order and Harassment,12519,Take part in prohibited assembly,Public Order Act 1986 Part II S.14B(2) as added by Criminal Justice & Public Order Act 1994 S.70
Public Order and Harassment,12520,Inciting another to take part in a prohibited trespassory assembly,Public Order Act 1986 Part II S.14B(3) as added by Criminal Justice & Public Order Act 1994 S.70
Public Order and Harassment,12521,Ignoring a directive not to proceed in the direction of a trespassory assembly,Public Order Act 1986 Part II S.14C as added by Criminal Justice & Public Order Act 1994 S.71
Public Order and Harassment,12522,Failing to leave land when directed or to return as a trespasser within three months,Criminal Justice & Public Order Act 1994 S.6
Public Order and Harassment,12523,Contravening a licence Football Spectators Act 1989 S.10(13),Football Spectators Act 1989 S.10(13)
Public Order and Harassment,12524,Failing to comply with the duty to report imposed by an International Football Banning Order,Football Spectators Act 1989 S.16(4)
Public Order and Harassment,12525,Failing to comply with requirements necessary to give effect to International Football Banning Orders,Football Spectators Act 1989 S.19(6)
Public Order and Harassment,12526,Making a false statement or making use of a false document in connection with an application for exemption from the duty to report,Football Spectators Act 1989 S.20(10)
Public Order and Harassment,12527,Throwing a missile,Football Offences Act 1991 S.2
Public Order and Harassment,12528,Racist or indecent chanting,Football Offences Act 1991 S.3
Public Order and Harassment,12529,Going on to the playing or adjacent area,Football Offences Act 1991 S.4
Public Order and Harassment,12530,Breach of a Domestic Football Banning Order,Public Order Act 1986 S.32(3)
Public Order and Harassment,12531,Failing to leave land when directed or returning within 7 days of the direction (raves).,Criminal Justice & Public Order Act 1994 S.63
Public Order and Harassment,12532,Ignoring a directive not to proceed in the direction of the gathering (rave).,Criminal Justice & Public Order Act 1994 S.65
Public Order and Harassment,12533,Disrupting or obstructing a lawful activity or seeking to intimidate someone so to do,Criminal Justice & Public Order Act 1994 S.68
Public Order and Harassment,12534,Failure to leave land when directed or returning within 3 months of direction (aggravated trespass).,Criminal Justice & Public Order Act 1994 S.69
Public Order and Harassment,12535,Failure to leave residential premises when required to do so,Criminal Law Act 1977 S.7 as amended by Criminal Justice & Public Order Act 1994 S.73
Public Order and Harassment,12536,"Failure to leave within 24 hours of interim possession order, or returning as a trespasser or attempting to do so after the expiry of the order but within 1 year from the day it was served",Criminal Justice & Public Order Act 1994 S.76
Public Order and Harassment,12537,"Failure to leave land, or to remove vehicle, or returning within 3 months from the day direction was given by the Local Authority",Criminal Justice & Public Order Act 1994 S.77
Public Order and Harassment,12538,Wilful obstruction of any person carrying out 'order for removal',Criminal Justice & Public Order Act 1994 S.78
Public Order and Harassment,12539,Without reasonable excuse causing a nuisance or disturbance on NHS premises,
Public Order and Harassment,12540,Wearing any item of dress in support of a proscribed organisation,Terrorism Act 2000 S.13a
Public Order and Harassment,12541,"Wearing, carrying or displaying any article in support of a proscribed organisation",Terrorism Act 2000 S.13b
Public Order and Harassment,12542,Failure to stop (power to stop & search vehicles and pedestrians),"Terrorism Act 2000 SS.43, 44 and 47(1)(a)(b)(2)"
Public Order and Harassment,12543,Wilful obstruction (power to stop and search vehicles and pedestrians),"Terrorism Act 2000 SS.43, 44 and 47(1)(c)(2)"
Public Order and Harassment,12544,Failing to furnish information when required by examining officer,Terrorism Act 2000 Sch.7(5)(a) and (18)
Public Order and Harassment,12545,Failing to produce either a valid passport or identifying document when required by examining officer,Terrorism Act 2000 Sch.7(5)(b) and (18)
Public Order and Harassment,12546,Failing to declare or produce any relevant documents when required by examining officer,Terrorism Act 2000 Sch.7(5)(c)(d) and (18)
Public Order and Harassment,12547,Failing to submit to search by examining officer or person acting on his/her behalf,Terrorism Act 2000 Sch.7(7)(8) and (18)
Public Order and Harassment,12548,Failing to complete and produce an embarkation card when required to by examining officer,Terrorism Act 2000 Sch.7(16) and (18)
Public Order and Harassment,12549,Failure to leave cordoned area immediately when ordered to do so by a constable in uniform,Terrorism Act 2000 S.36(1)(a)
Public Order and Harassment,12550,"Failure to leave premises, which abut or are wholly or partially within a cordoned area, immediately if ordered to do so by a constable in uniform",Terrorism Act 2000 S.36(1)(b)
Public Order and Harassment,12551,Failure of driver or person in charge of a vehicle which is in a cordoned area to immediately move the vehicle if ordered to do so by a constable in uniform,Terrorism Act 2000 S.36(c)(d)(e)
Public Order and Harassment,12552,Contravention of a prohibition or restriction order made by a constable in uniform to a cordoned area,Terrorism Act 2000 S.36(f)
Public Order and Harassment,12553,Wilfully obstructing a constable in the execution of his duty in a cordoned area,Terrorism Act 2000 Sch 5 S.36(1)(2)
Public Order and Harassment,12554,Failure to move vehicle when ordered to do so by a constable in uniform (vehicle has been permitted to remain at rest in contravention of any prohibition or restriction),"Terrorism Act 2000 Sec.48,51(2)"
